GDSC_Cell.line.name	LabCellLineID	GDSC_tissue_unified	MT.ND6	MT.CO2	MT.CYB	MT.ND2	MT.ND5	MT.CO1	MT.ND3	MT.ND4	MT.ND1	MT.ATP6	MT.CO3	MT.ND4L	MT.ATP8	MT.RNR1	MT.RNR2	mut_high	mut_high_mod	mut_trns	mut_rnrs	mut_atp6s	mut_atp8s	mut_cox1s	mut_cox2s	mut_cox3s	mut_cytbs	mut_nd1s	mut_nd2s	mut_nd3s	mut_nd4s	mut_nd4Ls	mut_nd5s	mut_nd6s	mut_atp6_atp8s	mut_cox1_2_3s	mut_ndxs	mut_chrs	CPI-613 Drug Response
BC-3	1111	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	1	0.602272727272727	1	1	1	0.262135922330097	0.125	0.051948051948052	1	0.242718446601942	1	0.171428571428571	0.995594713656388	0	0.991266375545852	0.0769230769230769	1	0.262135922330097	1	1	0.948087431693989
BE-13	1112	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.125	1	1	1	0.977777777777778	0	0.384615384615385	0.947368421052632	0.125	1	0.153846153846154	0	1	0.153846153846154	0	0.0952380952380952	0	0.977777777777778	0.947368421052632	1	1	0.529508196721312
BE2-M17	1113	PERIPHERAL_NERVOUS_SYSTEM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	0.578947368421053	0	0	1	0	0	1	0	0	1	0.733333333333333	0	0.578947368421053	1	1	0.355191256830601
Becker	1114	CENTRAL_NERVOUS_SYSTEM	9.85927075990269	13.2689220685044	11.1975853074392	11.3906526402133	10.1353245161219	12.5333540690614	11.9504100892713	11.7177620912497	11.0462372958982	11.6983139924779	12.5673381883244	13.2344731785758	14.103287808412	NA	NA	0	1	0.976470588235294	1	0.989247311827957	0	0.333333333333333	0	0	1	0.25	0	0.962962962962963	0.181818181818182	0	0.12	0.1	0.989247311827957	0.333333333333333	0.962962962962963	1	0.480327868852459
BFTC-905	705	BLADDER	11.1578521691417	14.2893705255951	12.322238015609	13.1548181090521	10.9643408677924	13.3459595964041	12.8218736121658	13.759680167211	12.6082779270946	13.6783800651091	14.1410693481516	14.1131723973439	15.4050084652067	615.35	3343.62	0	1	0	1	0	0	0.3	0	0.0869565217391304	1	0.208333333333333	0.0714285714285714	0.434782608695652	1	0	1	0.133333333333333	0	0.3	1	1	0.0639344262295082
BHT-101	706	THYROID	11.430295728464	14.1543434602435	12.3979152402994	13.3499722740196	10.762880292917	13.300781529569	13.0265580225234	13.2544676750842	12.4014928780695	13.6511638366212	14.0093037783248	13.1897473578076	15.5470150008946	1049.77	3241.35	0.0888888888888889	1	1	1	0	0.222222222222222	0.660714285714286	0	0.105263157894737	1	0.24390243902439	1	0.584615384615385	0.0952380952380952	0	0.432203389830508	0.0392156862745098	0.222222222222222	0.660714285714286	1	1	0.527322404371585
BHY	707	HEAD_AND_NECK	12.0998408990007	15.1252520139289	12.6732428143168	13.2203934438675	11.636987061204	14.6976191990787	13.2993511357963	14.9722169657852	12.7308097546625	14.3179071834353	14.415807775887	15.0475925755102	16.0666147968935	1564.41	7585.63	0	1	0	1	1	0.333333333333333	0	1	0	1	1	0	1	0	0	0.166666666666667	0	1	1	1	1	0.183606557377049
BICR10	1115	HEAD_AND_NECK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	0.307692307692308	0	1	1	0.117647058823529	1	0	0	0	1	0	0	1	1	1	0.0781420765027323
BICR22	708	HEAD_AND_NECK	13.8723863124047	16.0257019237354	14.3181897185727	14.2257346414226	13.1669005645605	16.0842686046454	14.6069256550293	14.7872904265596	13.8269456504155	15.1664769508168	15.8660714836595	15.0063699127837	16.9382586800733	4027.36	31433.5	0	1	0	1	0	0	0.276595744680851	0.0869565217391304	0	1	0.27027027027027	0.0465116279069767	0.25	0	0	0	0	0	0.276595744680851	0.27027027027027	1	0.073224043715847
BICR31	541	HEAD_AND_NECK	12.4576630286756	14.2010518143033	13.1212097164093	12.9857352248438	11.7054163988827	14.4792118635854	13.5079184926296	13.4015462085087	12.6998543715543	13.9870863293282	14.3828941688921	13.4513399181394	16.0216089847969	2018.91	8694.33	0	1	1	1	0	0	0	0	1	1	0	0.2	0.266666666666667	0	0	0.230769230769231	0	0	1	0.266666666666667	1	0.0688524590163935
BICR78	1116	HEAD_AND_NECK	11.0539937395326	15.2873155838513	12.4142888365628	12.7673568541257	11.0270766231404	13.9460838354559	14.8188317916554	13.2287285192379	13.1468073020748	13.4374920101254	15.457060187529	14.7851970108687	15.5800818712975	NA	NA	0.133333333333333	1	0.967741935483871	1	0.990147783251232	0.13953488372093	0.338095238095238	0.0476190476190476	0.125	1	0.143884892086331	0.133333333333333	0.982142857142857	0.0833333333333333	0.05	0.037037037037037	0.0204081632653061	0.990147783251232	0.338095238095238	0.982142857142857	1	0.0912568306010929
BPH-1	1119	PROSTATE	10.3468461130867	13.9183974160052	12.3623274182105	12.5038008979913	11.0309429597906	13.8172834871233	13.4887188456055	13.2468741751833	12.7544282379408	12.168954111756	13.8203784363237	14.7940604289427	14.4352795866441	NA	NA	0	1	1	1	0	0	0.478260869565217	0	0	1	1	0	0.125	0	0	1	0	0	0.478260869565217	1	1	0.346448087431694
BT-483	660	BREAST	12.9846854679708	14.8311587700151	13.6852963198477	13.6744129818371	12.1234101309481	14.7378282763366	13.9766536178504	13.7341803656468	13.0500867105766	14.41276829634	14.3594064128191	13.8962377854452	16.297310371169	1296.47	5231.44	0.125	0.999565500760374	0.153846153846154	0.999467802022352	0.992682926829268	0	0.150684931506849	0.0241448692152917	0.233449477351916	0.999565500760374	0.260869565217391	0.240118577075099	0	0.252896174863388	0.153846153846154	0.15	0.166666666666667	0.992682926829268	0.233449477351916	0.260869565217391	1	0.643715846994536
BV-173	709	HAEMATOPOIETIC_AND_LYMPHOID	8.87547291716009	10.8353398817123	8.91686473452586	9.81224149518948	8.45655976633501	10.2448395011456	9.55220797614633	10.4006660040692	9.09982117869224	10.1543118114365	10.0648774638812	10.3159420341471	11.944126373411	1149.08	3067.26	0	1	1	1	0.166666666666667	0.2	0.217391304347826	0	1	1	1	1	0.216216216216216	0.0645161290322581	0	0.0714285714285714	0.037037037037037	0.2	1	1	1	0.370491803278689
C-33-A	1121	CERVIX	10.9711842724047	14.2482982241995	11.5933911227917	12.2283377119814	11.2001016544782	13.6882503091332	13.8455880567894	12.4655664048094	11.9506287954099	12.5543969911759	14.2243032093734	14.4439148114721	15.266200912499	NA	NA	0	1	1	1	0	0	0.211538461538462	0	1	1	0.202702702702703	1	0.275	0.0487804878048781	0	0.037037037037037	0.0277777777777778	0	1	1	1	0.212568306010929
C-4-I	1122	CERVIX	10.3044654092866	13.569736960768	12.2224628637105	12.1215011405171	10.5374125590802	12.6822484718145	12.6546136540517	12.0214311444588	11.0302533020305	11.7821382308692	13.2237905620702	13.2872073478994	13.8800617713064	NA	NA	0	1	0	1	0	0	0.217391304347826	0	1	1	0.142857142857143	0	0	0	0	1	0	0	1	1	1	0.460655737704918
Ca-Ski	1127	CERVIX	12.0836122884896	15.7220336891226	13.7312129466071	14.1208858427878	12.3626561751525	15.0116640518906	15.9026106449979	14.3787689921769	14.2579034197389	14.1418676522008	15.712768790654	16.0651215740057	16.5285456804112	NA	NA	0.105263157894737	1	0.0545454545454545	1	1	0.0408163265306122	0.276073619631902	0.105263157894737	0.117647058823529	1	0.195876288659794	0.0571428571428571	0.311111111111111	0.0697674418604651	0	1	0.0526315789473684	1	0.276073619631902	1	1	0.854644808743169
CA46	710	HAEMATOPOIETIC_AND_LYMPHOID	11.6744129818371	13.9397628450718	11.4597901985488	11.9050860987618	10.8682052269774	13.5543490220634	12.551948530593	13.1899635104007	11.5052657269702	13.2455972698706	13.4791486941548	13.2165488380672	15.350766567009	1153.97	5602.12	0	1	1	1	0.970588235294118	1	0.145454545454545	0.153846153846154	0	1	0.264705882352941	1	0.933333333333333	0	0	1	0	1	0.153846153846154	1	1	0.361748633879781
Ca9-22	1123	HEAD_AND_NECK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	1	0	0	0	0.4	1	0	0	0	0	1	1	0	1	0.4	1	1	0.179781420765027
CADO-ES1	524	BONE	11.0145087273982	14.0227145730448	12.1583256651717	11.9131512124941	10.606312669958	13.6916344842892	12.1632722870681	12.9211528900849	11.8199794609227	12.8902072673973	13.2755571051767	12.9609069537657	13.8945335910788	1076.09	4157.63	0	1	0	1	0	0	0	0	0	1	0	0.142857142857143	0.277777777777778	0	0	1	1	0	0	1	1	0.505464480874317
CAKI-1	711	KIDNEY	11.0413853694861	14.007903273382	11.2274354448372	11.8884388507452	9.08028457782728	12.7995649513105	13.2723965090375	12.3593377735232	11.530845224201	12.761447348013	13.6259370995385	10.9246640705545	14.3624918060461	1155.41	3386.76	0.155615696887686	1	0.140403286034354	1	0.993821712268314	0.2	0.23680618744313	0	0.179611650485437	1	0.999578237030789	0.213448802852776	0.999577077606259	0.105263157894737	0	0.999276236429433	0	0.993821712268314	0.23680618744313	0.999578237030789	1	0.83551912568306
CAL-120	712	BREAST	11.2869042440275	13.2047850873955	11.2346977004196	12.1244121484476	10.7305550490492	13.4644181177386	12.7812777398867	12.1993349404731	11.9644491741654	12.3473445394315	12.8490531811897	12.7016096993158	14.6414873244817	1004.9	4254.98	0.032258064516129	0.999139414802065	0.999226804123711	0.999763257575758	0.995419847328244	0	0.150296939241663	0.032258064516129	0.104895104895105	0.999139414802065	0.163636363636364	0.145807259073842	0.154632587859425	0.04	0.0222222222222222	0.0180722891566265	0	0.995419847328244	0.150296939241663	0.163636363636364	1	0.0579234972677596
CAL-148	713	BREAST	11.7210564542164	14.5543490220634	12.6960981709559	12.7866984511682	11.0441208557833	13.8951018795738	13.326008077731	12.8203784363237	12.5992619953172	13.5820243402806	14.3958018713897	12.9636727987641	15.4816733164473	777.872	3441.18	0	1	0	1	0	0	0.379310344827586	0	0	1	0.388888888888889	0	0.333333333333333	0	0	0.964285714285714	0	0	0.379310344827586	0.964285714285714	1	0.725136612021858
CAL-29	714	BLADDER	13.0863850585073	15.0217174132695	12.861610369702	12.7016963268552	12.0788512989765	14.868774335552	13.043864624165	13.7797193551434	12.2723381841586	14.370891701496	14.6875943895761	13.9107364089243	16.3569333384803	1107.41	4300.85	0	1	0.117647058823529	1	0	0	0	0	0.142857142857143	1	0.181818181818182	0	0.363636363636364	0	0	0.0869565217391304	0	0	0.142857142857143	0.363636363636364	1	0.677595628415301
CAL-33	715	HEAD_AND_NECK	12.4463079310503	15.5137584329827	12.6118086577129	12.1574732603961	11.8407779235951	14.3227731764546	13.2885777369927	14.1554507313121	10.8148227615581	14.2745237550067	14.201281597698	14.3203774918313	16.1244444600086	1422.87	10346.5	0	1	0	1	0	0	0.25	0	0	1	0	0.166666666666667	0	0.181818181818182	0	0.153846153846154	0	0	0.25	0.181818181818182	1	0.244808743169399
CAL-39	1124	VULVA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	0	1	0.2	1	0	0.0952380952380952	0	0	0	0	0	1	1	0.348087431693989
CAL-51	661	BREAST	12.2553236900081	14.0862191742894	12.4492002429878	12.5727239080894	11.5124441911029	14.3243915337799	13.287770086197	12.9783172031981	12.5257410137164	13.5848450891206	14.2717548056465	13.3655022681931	15.9810989721636	1266.12	4965.09	0.011986301369863	0.999754841873008	0.302325581395349	1	0.992	0	0.13855421686747	0	0.0208333333333333	0.998829861923707	0	0.150997150997151	0.0810529961898164	0	0.999754841873008	0.0248447204968944	0	0.992	0.13855421686747	0.150997150997151	1	0.143169398907104
CAL-54	662	KIDNEY	12.7177406746808	15.0759386929917	13.5045707393244	13.8751733869274	11.9378519417606	14.5524289485265	14.159398347853	14.1104017440188	13.4738325632301	14.5991573675357	14.7968507952672	14.0634793483976	16.4858607478433	2392.89	10242.5	0.267118644067797	1	0.999785821375027	1	0.990588235294118	0.142857142857143	0.267118644067797	0.00787766450417053	1	0.999781611705613	0.153538050734312	1	0.166666666666667	0.124400767018217	0.125	0.998819362455726	0	0.990588235294118	1	1	1	0.734972677595628
CAL-62	716	THYROID	11.2114624785378	14.1560040483222	12.1910900673891	12.0435058234282	10.9658564176108	13.7653897071148	12.5506506025077	12.9363802918832	11.6000987445185	13.1763601760992	13.6536288334075	13.3230547603416	15.7940604289427	1018.74	2172.72	0.628571428571429	1	1	1	1	0.0714285714285714	0.977272727272727	0.111111111111111	0	1	0.6	0	1	0.628571428571429	0	1	0.0740740740740741	1	0.977272727272727	1	1	0.904371584699454
CAL-72	1125	BONE	9.39572691033833	13.0976865055818	10.4367115421372	10.8278190246173	9.43300115132035	12.4175624702816	12.4337419071819	11.7036873259675	10.7682670457449	11.2212245895275	12.94493163262	13.3853231761759	13.8682438177046	NA	NA	0	1	0.976190476190476	1	0.95	0	0.233766233766234	0	0	1	0.138888888888889	0	0.971428571428571	0.0952380952380952	0.0952380952380952	0.0645161290322581	0	0.95	0.233766233766234	0.971428571428571	1	0.246994535519126
Caov-3	663	OVARY	12.3045794878887	14.2297951847165	12.3432412453661	12.9843116412949	11.6296298319052	13.8871253975004	13.047635173725	13.554229092304	12.7929326050001	13.5454471816781	13.2079751865443	13.8463718639616	15.5487617146529	880.576	3899.99	0.0359728010528625	0.99978595890411	0.999570354457572	0.999787414965986	0.99978595890411	0	0.227777777777778	0.388375165125495	0.181818181818182	0.999767333643555	0.210526315789474	0.998246767477537	0.99978369024443	0.00618101545253863	0	0.998467432950192	0.014268727705113	0.99978595890411	0.388375165125495	0.99978369024443	0.99977767896843	0.439344262295082
Caov-4	717	OVARY	13.0762310535713	15.6349811692735	13.3379006028609	14.0989367744618	12.4066302028994	15.4841305768555	14.2096818148719	14.3247431104944	13.3406846543634	14.8438229321309	15.0200684203825	14.6311202018473	16.6903117802238	2797.5	14464.1	0	1	0	1	0	0.5	0.416666666666667	0	0	1	0.192307692307692	0.214285714285714	0.4	0.1	0	0.0714285714285714	0	0.5	0.416666666666667	0.4	1	0.416393442622951
CAPAN-1	718	PANCREAS	12.3529813693317	14.4049419616438	12.7268354734669	12.9238102840164	11.1324354656119	14.0484017265882	13.222825084457	13.77797442834	12.8112141175132	13.9796038240745	14.369256533388	13.5889488203147	15.6713199131833	1023.43	4220	0.015093435553426	1	0.999780701754386	1	0.990215264187867	0.219512195121951	0.213903743315508	0.0392156862745098	0.266666666666667	1	0.99978627911947	0.999348675640469	0.105307735742518	0.1375	0	0.0493827160493827	0.0192307692307692	0.990215264187867	0.266666666666667	0.99978627911947	1	0.389617486338798
CaR-1	1126	LARGE_INTESTINE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	1	0	0.257142857142857	0	0.153846153846154	1	0	0	1	0	0	1	0	1	0.257142857142857	1	1	0.885792349726776
CCRF-CEM	1128	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	0	0.291666666666667	0.142857142857143	0	1	0.15625	0	1	0.142857142857143	0	0.117647058823529	0	1	0.291666666666667	1	1	0.282513661202186
CESS	1129	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0606060606060606	1	0.206896551724138	1	0	0.153846153846154	0.225352112676056	0	0.142857142857143	1	0.266666666666667	0.153846153846154	0.25	0	0	0.0952380952380952	0	0.153846153846154	0.225352112676056	0.266666666666667	1	0.0322404371584699
CFPAC-1	720	PANCREAS	13.2478681908818	15.0736395102832	13.2800602650481	13.6116012066965	12.402479172215	15.3884546032814	14.2429507769991	14.356039240984	13.5848450891206	14.550205673278	15.2544012388962	14.5741795800355	16.4165171668842	3037.58	10584.7	0.0833333333333333	1	1	1	1	0.285714285714286	0.257142857142857	0	0	1	0.186046511627907	0	0.28	0.982758620689655	0	0.0769230769230769	0	1	0.257142857142857	0.982758620689655	1	0.908743169398907
CGTH-W-1	1130	THYROID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0.0487804878048781	0.128205128205128	0.105263157894737	0.0602409638554217	1	0.203703703703704	0.785714285714286	0	0.174603174603175	0	1	0	0.0487804878048781	0.128205128205128	1	1	0.215300546448087
ChaGo-K-1	721	LUNG	11.8634506780957	15.0428563380359	12.7901448269498	13.7068197463338	11.6128224334956	14.9680817495771	13.6425030287805	14.2385540170986	13.4080643199147	14.7750443666772	14.952968697571	14.3410322833478	16.5710415476011	1990.37	6535.3	0.425414364640884	1	0.999585492227979	1	0.999779444199382	0	0.160714285714286	0.0141143260409315	0.173706127305175	1	0.425414364640884	0.204964539007092	0.999574829931973	0.272727272727273	0	0.58543357539513	0.0299657534246575	0.999779444199382	0.173706127305175	0.999574829931973	0.99969400244798	0.611475409836066
CHP-126	722	PERIPHERAL_NERVOUS_SYSTEM	11.4735535585711	13.8021124185861	12.022957255475	12.7488846740394	10.9769220678511	13.2934716488381	12.3825699920409	12.6587916580193	12.7061722171304	13.0395359797442	13.2427275359865	12.8093461088318	15.0251828286355	636.359	4462.36	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	NA
CHSA0011	1132	BONE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.0625	1	0	0	0.216216216216216	0	0.105263157894737	1	0.148148148148148	0	0.333333333333333	0	0	0	1	0	0.216216216216216	1	1	NA
CHSA0108	1133	BONE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	1	0.978723404255319	0	1	0.15	0	0.230769230769231	0.111111111111111	0	0	0	0	1	0.230769230769231	1	NA
CHSA8926	1134	BONE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	0.117647058823529	0	0.25	0	0	1	0.235294117647059	1	0	0	0	0.125	0	0.117647058823529	0.25	1	1	0.751912568306011
CL-11	525	LARGE_INTESTINE	11.1741142503928	14.1521263653425	11.9712920662636	13.3797844740524	10.8454900509444	13.2849397424868	12.7581607410138	13.2759353300268	12.6842664728697	13.6457709978549	13.7376698631775	13.3873442295639	15.5320210272584	600.352	2407.84	0	1	1	1	0	0	0	0	0	1	0.153846153846154	0	0.263157894736842	0	0	0	0	0	0	0.263157894736842	1	0.839890710382514
CL-34	723	LARGE_INTESTINE	11.2797846689043	14.9539690534765	12.3132798686552	13.3338541611942	10.8593794825404	14.5953740487372	13.0540107035343	13.8143821889516	12.0477033282527	14.1545016938648	14.2143950181646	13.9061389961954	15.7733710497929	743.746	2266.22	0	1	1	1	1	0	0.230769230769231	0	1	1	0.272727272727273	0	0.266666666666667	0	0	0.0909090909090909	0	1	1	0.272727272727273	1	NA
CL-40	545	LARGE_INTESTINE	12.4650816839663	14.8748853184301	13.286990851632	13.6382096266336	12.1457092939827	14.731425107643	14.3300765547975	14.0655844280615	13.0463396255816	14.4192360159559	14.5341812745782	14.4377520723236	16.1801811243144	1459.03	4430.23	0	1	1	1	0	0	1	0	1	1	0.133333333333333	1	0.4	0	0	1	0	0	1	1	1	NA
CMK	58	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	0.0714285714285714	0	0.289473684210526	0.153846153846154	0	1	0.92	0	0	0.133333333333333	0	0.117647058823529	0.388888888888889	0.0714285714285714	0.289473684210526	0.92	1	0.263934426229508
CML-T1	547	HAEMATOPOIETIC_AND_LYMPHOID	10.8923910259134	13.7360847741615	12.1449131134342	11.8004550542862	10.5003439692704	13.3150080036004	11.8887812941519	12.3055772910612	11.4401424475375	13.1217925057692	13.2766914823843	12.2458794741365	14.2045711442492	1056.29	2906.23	0	1	0	1	0	1	0.222222222222222	0	0.0769230769230769	1	0.153846153846154	0.0769230769230769	1	0	0	0	0	1	0.222222222222222	1	1	0.00327868852459016
COLO-320-HSR	62	LARGE_INTESTINE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.171428571428571	1	0	1	1	0	0.272727272727273	0	0.461538461538462	1	1	1	1	0.347826086956522	0	1	0	1	0.461538461538462	1	1	0.401639344262295
COLO-668	631	LUNG	12.4956551937903	14.5916392160301	12.9169990490828	13.2648530648091	11.884819204354	14.677719641641	14.3041373830492	13.4807902010958	12.4578169052045	14.0786511933253	14.5163156114979	13.9999119421954	15.7634198741921	1512.68	4018.48	0	1	1	1	0.993333333333333	0.998935264054514	0.998697916666667	0	0.172323759791123	0.999790136411333	1	0.999557326250553	0.215123859191656	0.0909090909090909	0	0.00719881431293669	0	0.998935264054514	0.998697916666667	1	1	0.813114754098361
COLO-680N	724	ESOPHAGUS	12.301410453823	14.1999790076159	11.2918613695852	11.8692853773339	11.582236087855	13.9421479203948	13.0780006582081	13.2994942390094	11.4125698468052	12.9112234388578	13.3679607096416	13.50519128002	15.5515280336281	1181.76	9971.42	0	1	0	1	1	0	0.25	0	0.0952380952380952	1	1	0	1	0	0	0.111111111111111	0	1	0.25	1	1	0.254098360655738
COLO-792	726	SKIN	12.9012440324674	14.7480879987561	12.8428217353608	13.1022381939307	12.2263820861508	14.4320851138414	13.333714426094	13.4828079567267	12.8185022918228	14.1052537797009	14.2967011627767	13.6597729618816	16.2020664149378	1356.3	4965.83	0.0145985401459854	1	0.04	1	0.0777777777777778	0	0.145833333333333	0	0.245283018867925	1	0.180851063829787	0	0	0.116883116883117	0	1	0.0333333333333333	0.0777777777777778	0.245283018867925	1	1	NA
COLO-800	727	SKIN	11.9586977026218	14.6592712421614	12.4710654961154	12.8181827049486	11.0321835135735	13.5171772526895	14.0915180314725	13.3661855889281	11.4524471779147	14.2353411361189	13.3530089466772	13.2372996034779	15.6051032848871	701.088	1203.36	0.128205128205128	1	1	1	0	0	0.205882352941176	0	0.16	1	0	0.205128205128205	0	0.384615384615385	0	0.140350877192982	0	0	0.205882352941176	0.384615384615385	1	0.349180327868852
COLO-824	1139	BREAST	10.1466959480307	14.2778685461768	11.7398227932221	11.5777592504458	10.7847984071518	12.9968265280207	12.815523395355	12.2682203259036	11.4601998950596	12.1759237420638	13.53843146295	13.7928919462328	14.7983199091531	NA	NA	0.224489795918367	1	0.101449275362319	1	1	0.173913043478261	0.214285714285714	0.24	0.0888888888888889	1	0.253164556962025	0.1	1	0.0769230769230769	0	0.109090909090909	0.0745341614906832	1	0.24	1	1	0.115846994535519
COLO-829	728	SKIN	12.6940531216209	15.1736771363034	12.9170363564629	13.0105805538561	11.8324944843361	14.298062567719	12.8980155751073	13.8604080591247	12.3299924955391	14.258934021404	13.8700756892226	13.9771010067711	15.9359016822676	757.827	3149.83	0.287229029217719	1	0.154882154882155	1	0.996168582375479	0.00845070422535211	0.222222222222222	0.0153139356814701	0.125	0.998931167165455	0.166666666666667	0.177215189873418	0.102243680772508	0.166666666666667	0	1	0.00905408625208482	0.996168582375479	0.222222222222222	1	0.999677835051546	0.127868852459016
COR-L279	633	LUNG	11.4691839076461	13.8930170597878	12.0639343057541	12.7887591092493	11.2300804966969	13.7661147575867	13.3473445394315	13.3246024900897	11.8031624444159	13.6242242950622	14.1702380523366	13.6573184495813	15.4180502391432	650.311	3645.06	0.0909090909090909	0.999788180470239	0.177480916030534	1	0.997304582210243	0.214285714285714	0.22911051212938	0	0.0836526181353767	0.999788180470239	0.998866213151927	0.282894736842105	0.999571183533448	0.181818181818182	0	0.999764095305497	0.00585343011004449	0.997304582210243	0.22911051212938	0.999764095305497	1	0.505464480874317
COR-L311	548	LUNG	12.3115780419704	14.8700756892226	12.5550923641325	12.9834568164093	11.9067778806555	14.6246241313624	13.4696418172395	13.656871725614	12.428752724983	13.6873756834375	14.792281927179	14.2451069943812	15.6677214087501	2088.95	15287.5	0.0952380952380952	1	0.999786825836709	0.999565122852794	1	0	0.209630350194553	0.0636967565455256	0.171521035598705	0.999556737588652	0.586025049439684	0.202591283863369	0.157244964262508	0	0.1	0.997702733746841	0	1	0.209630350194553	0.997702733746841	0.99971198156682	0.875409836065574
COR-L88	634	LUNG	10.9167005553061	14.1744576042916	12.3928540398729	12.9855929296849	10.8106519607366	14.3996117194344	13.4012795365965	13.2870485871467	12.1688914512695	13.5833178681375	13.8335819305417	13.7545743833254	15.3683700428947	344.952	1641.67	0.0104529616724739	0.999359795134443	0.135693215339233	1	0.986666666666667	0	0.220082530949106	0.028169014084507	0.307086614173228	0.999359795134443	0.166666666666667	0.2578125	0.210101718695195	0	0	0.00980157781496534	0	0.986666666666667	0.307086614173228	0.2578125	1	0.521311475409836
COR-L95	549	LUNG	12.5499290264732	14.3769393216198	12.4313931330577	13.0328033906683	11.951758249253	13.9661449133456	13.2649996310056	13.1257847520006	12.6661796115036	13.5842578877446	14.1711767976518	13.2644279386171	15.4996902011279	1331.65	3815.41	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	NA
CP50-MEL-B	1146	SKIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142857142857143	1	0.0526315789473684	1	0.214285714285714	0	0.224770642201835	0.0540540540540541	0.142857142857143	1	0.166666666666667	0.181818181818182	0.355555555555556	0.0181818181818182	0	0.989637305699482	0.0303030303030303	0.214285714285714	0.224770642201835	0.989637305699482	1	0.236612021857923
CP66-MEL	1147	SKIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	1	0.0761421319796954	1	0.0714285714285714	0.0714285714285714	0.255555555555556	0	0.0666666666666667	1	0.112676056338028	0	0.221556886227545	0.0454545454545455	0.0298507462686567	0.113564668769716	0	0.0714285714285714	0.255555555555556	0.221556886227545	1	0.420218579234973
CP67-MEL	1148	SKIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	0	0	0.276923076923077	0	0.125	1	0.121951219512195	0	0.297297297297297	0	0	0.133333333333333	0	0	0.276923076923077	0.297297297297297	1	NA
CPC-N	1149	LUNG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0909090909090909	1	1	1	0	0.260869565217391	0.22093023255814	0.125	0.0714285714285714	1	1	0.1	0.14	0.0666666666666667	0	0.0327868852459016	1	0.260869565217391	0.22093023255814	1	1	0.670491803278689
CRO-AP2	1150	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.0540540540540541	1	0.0967741935483871	0.285714285714286	0.276119402985075	0.0625	0.03125	1	0.977611940298508	1	0.223404255319149	0.0681818181818182	0	0.0555555555555556	0.986899563318777	0.285714285714286	0.276119402985075	1	1	NA
CS1	1151	BONE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	0	0	0.155555555555556	0	0	1	0	0	0.214285714285714	0	0	0.0392156862745098	0	0	0.155555555555556	0.214285714285714	1	0.289617486338798
CTB-1	1152	HAEMATOPOIETIC_AND_LYMPHOID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	1	0	0.28	0	0	1	0.25	1	1	0	0	0.975	0	1	0.28	1	1	0.116939890710383
