LabCellLineID	GDSC_Cell.line.name	mut_high	mut_high_mod	mut_trns	mut_rnrs	mut_atp6s	mut_atp8s	mut_cox1s	mut_cox2s	mut_cox3s	mut_cytbs	mut_nd1s	mut_nd2s	mut_nd3s	mut_nd4s	mut_nd4Ls	mut_nd5s	mut_nd6s	mut_atp6_atp8s	mut_cox1_2_3s	mut_ndxs	mut_chrs
677	HCC38	0.109375	0.5	0.257826888	0.214285714	0.012244898	0	0.5	0.006493506	0.112195122	0	0.235294118	0.144736842	0.098761877	0.3	0.014200933	0.171875	0	0.012244898	0.5	0.3	0.083333333
678	HCC95	0.055409664	0.18613725	0.124605678	0.174101453	0.010570825	0	0.18613725	0.042433947	0.175510204	0.01357268	0.080116231	0.179818887	0.172062905	0	0	0	0	0.010570825	0.18613725	0.179818887	0
679	JHUEM-1	0.576557093	1	0.131717597	0.327949753	0.090909091	0	0.194810906	0.03030303	0.028378378	0.030401737	0.129411765	0.134146341	0.055903049	0.576557093	1	0.026002972	0	0.090909091	0.194810906	0.576557093	0.006507592
680	KM12	0.006688963	0.998952331	0.216666667	0.154918464	0.084084084	0	0.150764243	0	0.168103448	0.02247191	0.093198992	0.18328841	0.138236192	0.333333333	0	0.998952331	0	0.084084084	0.168103448	0.998952331	0.175
681	LC-1F	0.011389522	0.230094467	0.999552873	0.140605136	0.014121339	0	0.171693735	0.012025316	0.125570776	0.022051103	0.014270033	0.230094467	0.093900966	0	0	0.014803358	0	0.014121339	0.171693735	0.230094467	1
682	LK-2	0.037037037	1	0.999657534	0.196496573	0.107142857	0.009230769	0.2	0.015695067	0.021390374	0.130434783	0.11588785	0.035868006	0.166666667	0.006503252	0.009803922	1	0	0.107142857	0.2	1	0.980392157
683	LoVo	0.00811359	0.998940453	0.25	0.585648773	0.006439979	0	0.155709343	0	0.060606061	0.998940453	0.6	0.109158187	0.083333333	0.444444444	0.057692308	0	0	0.006439979	0.155709343	0.6	0.176470588
684	LS-180	0.095238095	0.398120963	0.10041841	0.151037562	0.113537118	0.157894737	0.398120963	0.24	0.101010101	0.095238095	0.157992565	0.161531279	0.120404901	0.037735849	0.039215686	0.040816327	0	0.157894737	0.398120963	0.161531279	0.057142857
685	MDA-MB-134-VI	0.011764706	0.40625	0.390728477	0.187643021	0.009070295	0	0.154898005	0.00729927	0.178571429	0	0.044293015	0.40625	0.175656187	0.00650336	0	0.004518072	0	0.009070295	0.178571429	0.40625	0
686	MDA-MB-231	0.051282051	0.180887372	0.26641651	0.141018767	0	0	0.180887372	0.014563107	0.111782477	0	0.138912856	0.17768595	0.121705656	0.083333333	0.115942029	0.077075972	0	0	0.180887372	0.17768595	0.479683196
687	MDA-MB-361	0.027088036	0.19047619	0.074074074	0.18306288	0.005586592	0	0.173302108	0.007532957	0.010141988	0.071428571	0.19047619	0.124098124	0.067243867	0.051282051	0	0.1	0.1	0.005586592	0.173302108	0.19047619	0
688	MKN1	0.07207019	1	0.155440415	0.181166837	0.007915567	0	0.276995305	0.044444444	0.247058824	0.00345679	1	0.272727273	0.171990873	0.275362319	0	0.125	0.07207019	0.007915567	0.276995305	1	1
689	NCI-H596	0.036363636	0.428571429	0.181818182	0.142087715	0.005856515	0	0.223776224	0.013618677	0.428571429	0.125	0.151515152	0.19379845	0.101546542	0.272727273	0	0.036363636	0	0.005856515	0.428571429	0.272727273	0.208333333
690	NCI-H838	0.241605839	0.961145194	0.651127049	0.134291378	0.01442091	0	0.241605839	0.040315513	0.2	0.105263158	0.961145194	0.16925892	0.086057558	0.133333333	0	0.1	0	0.01442091	0.241605839	0.961145194	0.031070584
691	OE19	0.056603774	0.686398554	0.547291835	0.466666667	0.132716049	0	0.237569061	0.071498531	0.347826087	0.021052632	0.160714286	0.686398554	0.09902968	0.116666667	0	0	0	0.132716049	0.347826087	0.686398554	0.236842105
692	OS-RC-2	0.009259259	0.352941176	0.235514019	0.213179248	0.010860485	0	0.141858367	0.019230769	0.086538462	0.181818182	0.352941176	0.240806643	0.17547701	0	0	0	0.083333333	0.010860485	0.141858367	0.352941176	1
693	OV-56	0.133333333	0.22120982	0.104109589	0.215459525	0.133333333	0	0.184549356	0.016842105	0.12254902	0.066666667	0.13030303	0.144562334	0.07471094	0.22120982	0	0.095238095	0	0.133333333	0.184549356	0.22120982	0.998865699
694	OVK-18	0.027463262	0.211111111	0.181058496	0.16178312	0.014184397	0	0.211111111	0.007462687	0.047619048	0.007202216	0.020979021	0.156347717	0.115329307	0.126160568	0	0.027463262	0	0.014184397	0.211111111	0.156347717	0
695	RMG-I	0.01216545	0.1875	0.185676393	1	0.007225434	0	0.169014085	0.090909091	0.017090069	0.1875	0.166666667	0.16166884	0.109612626	0	0	0.006595406	0	0.007225434	0.169014085	0.166666667	0
696	SNU-119	0.056169836	0.996588822	0.022187005	0.207733131	0.008714597	0	0.173469388	0.008781559	0.076923077	0.996588822	0.093639576	0.182728411	0.142776043	0	0	0	0	0.008714597	0.173469388	0.182728411	0.996934685
697	SNU-407	0.017045455	1	0.169902913	0.158028455	0.013140604	0	0.152925232	0.009424084	1	0	0.012738854	0.082541054	0.145910516	0.523195876	0.166666667	0	0	0.013140604	1	0.523195876	0.003948667
698	SW1783	0.499239957	0.499239957	0.231441048	0.146167558	0.004651163	0.3125	0.172284644	0.011083744	0.153153153	0.058823529	0.162162162	0.194444444	0.142857143	0.004113444	0	0.499239957	0	0.3125	0.172284644	0.499239957	0.117647059
699	SW948	0	0.550213435	0.024096386	0.442050209	0.007029877	0	0.152317881	0.01003009	0.215384615	0	0.198275862	0.200286123	0.550213435	0.242424242	0	0.023529412	0	0.007029877	0.215384615	0.550213435	0.092307692
700	THP-1	0.021909233	0.254310345	0.089249493	0.183147262	0.009329941	0	0.165219378	0.005546312	0.149659864	0	0.096278317	0.254310345	0.004556962	0	0	0	0	0.009329941	0.165219378	0.254310345	0
701	VM-CUB-1	0.044444444	0.171875	0.999432463	0.159517082	0.095238095	0.074074074	0.160402685	0.09375	0.171875	0.037735849	0.079365079	0.089219331	0.112247719	0.026315789	0.027777778	0.034482759	0.044444444	0.095238095	0.171875	0.112247719	0.0625
702	647-V	0	1	0	0	0	0	0.192307692	0	0	0	0.166666667	0	0	0	0	1	0	0	0.192307692	1	0
703	AM-38	0	0.278481013	0.095238095	0.565217391	0.166666667	0	0.278481013	0	0.111111111	0.126315789	0.170212766	0.076923077	0	0.125	0	0.107142857	0	0.166666667	0.278481013	0.170212766	0
705	BFTC-905	0	1	0	1	0	0	0.3	0	0.086956522	0	0.208333333	0.071428571	0.434782609	1	0	1	0.133333333	0	0.3	1	1
706	BHT-101	0.088888889	0.660714286	0	0.64	0	0.214285714	0.660714286	0	0.105263158	0.066666667	0.243902439	0.136363636	0.584615385	0.095238095	0	0.43220339	0.039215686	0.214285714	0.660714286	0.584615385	0.076923077
707	BHY	0	0.333333333	0	0	0	0.333333333	0	0	0	0.210526316	0	0	0	0	0	0.166666667	0	0.333333333	0	0.166666667	0.181818182
708	BICR22	0	0.276595745	0	0.619047619	0	0	0.276595745	0.086956522	0	0	0.27027027	0.046511628	0.25	0	0	0	0	0	0.276595745	0.27027027	1
709	BV-173	0	0.217391304	0	0.59375	0.166666667	0.2	0.217391304	0	0	0.042553191	0.208333333	0	0.216216216	0.064516129	0	0.071428571	0.037037037	0.2	0.217391304	0.216216216	0.142857143
710	CA46	0	0.264705882	0	0.65	0	0.157894737	0.145454545	0.153846154	0	0.064516129	0.264705882	0	0.226415094	0	0	0.071428571	0	0.157894737	0.153846154	0.264705882	0.166666667
711	CAKI-1	0.155615697	0.236806187	0.140403286	0.279927292	0.056338028	0	0.236806187	0	0.17961165	0.166666667	0.166666667	0.213448803	0.182256236	0.105263158	0	0.105263158	0	0.056338028	0.236806187	0.213448803	0.1
712	CAL-120	0.032258065	0.211160714	0.230769231	0.168476888	0.096997691	0	0.150296939	0.032258065	0.104895105	0.211160714	0.163636364	0.145807259	0.154632588	0.04	0.022222222	0.018072289	0	0.096997691	0.150296939	0.163636364	0.14516129
713	CAL-148	0	0.388888889	0	0.642857143	0	0	0.379310345	0	0	0.153846154	0.388888889	0	0.333333333	0	0	0	0	0	0.379310345	0.388888889	0
714	CAL-29	0	0.363636364	0.117647059	0	0	0	0	0	0.142857143	0	0.181818182	0	0.363636364	0	0	0.058823529	0	0	0.142857143	0.363636364	0
715	CAL-33	0	0.25	0	0.181818182	0	0	0.25	0	0	0	0	0.166666667	0	0.181818182	0	0.153846154	0	0	0.25	0.181818182	0.2
716	CAL-62	0.628571429	0.628571429	0	0	0	0.071428571	0.301886792	0.111111111	0	0.095238095	0.6	0	0.238095238	0.628571429	0	0.060606061	0.074074074	0.071428571	0.301886792	0.628571429	0.111111111
717	Caov-4	0	0.416666667	0	1	0	0	0.416666667	0	0	0	0.192307692	0.095238095	0.4	0.1	0	0.071428571	0	0	0.416666667	0.4	0
718	CAPAN-1	0.015093436	0.266666667	0.112657389	0.285714286	0.084319527	0.219512195	0.213903743	0.039215686	0.266666667	0	0.077412513	0.204347826	0.105307736	0.1375	0	0.049382716	0.019230769	0.219512195	0.266666667	0.204347826	0.083333333
720	CFPAC-1	0.083333333	1	0.133333333	0.636363636	1	0	0.257142857	0	0	0.114285714	0.186046512	0	0.28	0.111111111	0	0.076923077	0	1	0.257142857	0.28	0.074074074
721	ChaGo-K-1	0.425414365	1	0.17407878	0.5	0.125	0	0.160714286	0.014114326	0.173706127	1	0.425414365	0.204964539	0.139130435	0.272727273	0	0.426351639	0.029965753	0.125	0.173706127	0.426351639	0.088080169
722	CHP-126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	CL-34	0	1	0	0.3125	1	0	0.230769231	0	0	0.133333333	0.272727273	0	0.266666667	0	0	0.090909091	0	1	0.230769231	0.272727273	0
724	COLO-680N	0	1	0	0	0	0	0.25	0	0.095238095	0	1	0	0.285714286	0	0	0.111111111	0	0	0.25	1	0
726	COLO-792	0.01459854	0.245283019	0.04	0.59375	0.077777778	0	0.145833333	0	0.245283019	0	0.180851064	0	0	0.116883117	0	0.01459854	0.033333333	0.077777778	0.245283019	0.180851064	0.021428571
727	COLO-800	0.128205128	0.384615385	0.057142857	0.444444444	0	0	0.205882353	0	0.16	0	0	0.142857143	0	0.384615385	0	0.140350877	0	0	0.205882353	0.384615385	0.0625
728	COLO-829	0.287229029	0.287229029	0.154882155	0.179423459	0.017857143	0.008450704	0.222222222	0.015313936	0.125	0.00880088	0.166666667	0.17721519	0.102243681	0.166666667	0	0.287229029	0	0.017857143	0.222222222	0.287229029	0.214285714
729	CW-2	0	1	0.181818182	0	0	0	1	0.142857143	0	0	0.083333333	0	0	0	0	0	0.111111111	0	1	0.111111111	0.153846154
730	D-283MED	0.064516129	0.388888889	0	0.588235294	0	0.388888889	0.066666667	0	0.064516129	0.05	0	0.071428571	0	0.333333333	0	0.097560976	0	0.388888889	0.066666667	0.333333333	0.125
731	Daudi	0.098039216	0.959183673	0.137931034	0.823529412	0	0	0.225806452	0.076923077	0	0.054054054	0.307692308	0.959183673	0.317073171	0	0	0.098039216	0	0	0.225806452	0.959183673	0
732	DB	0.010374912	0.999309392	0.146493213	0.645720721	0.069565217	0	0.269067196	0.999309392	0.234530938	0.181818182	0.181818182	0.239960337	0.125701089	0	0	0.010374912	0.006038917	0.069565217	0.999309392	0.239960337	0.00929512
733	DMS-273	0	0.184376516	0.108175062	0.199481193	0.075257174	0	0.184376516	0	0.110729614	0	0.091360477	0.157637872	0.154784843	0	0	0.055180442	0	0.075257174	0.184376516	0.157637872	0.181818182
734	ECC10	0.086956522	0.990566038	0	1	0	0	0.280701754	0.086956522	0	0	0.12	0	0.464285714	0	0	0	0.990566038	0	0.280701754	0.990566038	0.15
735	ECC12	0.068965517	0.602409639	0.720588235	0.5	0.043478261	0	0.410714286	0	0.12	0.602409639	0.177777778	0	0.320754717	0.142857143	0	0.1	0	0.043478261	0.410714286	0.320754717	0.585365854
736	EC-GI-10	0	0.325	0	0	0	0	0.325	0	0	0	0.153846154	0.153846154	0	0.117647059	0	0.076923077	0	0	0.325	0.153846154	1
737	EHEB	0	1	0	0	0	0	0.228571429	0	0	0.2	0	0.105263158	0.4	1	0	0.083333333	0.095238095	0	0.228571429	1	0.125
738	EKVX	0.072164948	0.253521127	0.068965517	1	0	0	0.25	0.083333333	0.030769231	0.054054054	0.112676056	0.032786885	0.253521127	0.113636364	0	0.047619048	0.085714286	0	0.25	0.253521127	0.03125
739	EPLC-272H	0	1	0	0	0	0	0.333333333	0	0	0	0	0.133333333	1	0	0	0.125	0	0	0.333333333	1	0
740	FTC-133	0.547619048	0.547619048	0	0.4375	0.095238095	0	0.275862069	0	0	0.095238095	0.133333333	0	0	0.547619048	0	0.117647059	0.269230769	0.095238095	0.275862069	0.547619048	0.142857143
742	GA-10	0.285714286	0.318965517	0.125	0.611111111	0.2	0.285714286	0.251497006	0.142857143	0.1	0.117647059	0.230769231	0.142857143	0.318965517	0.105263158	0.076923077	0.166666667	0.166666667	0.285714286	0.251497006	0.318965517	0.3
743	HCC1500	0.118664767	0.180709776	0.067427386	0.201212121	0.084158416	0.175	0.180709776	0	0.118664767	0	0.069767442	0.130217028	0.100608211	0	0.03030303	0.023529412	0.041666667	0.175	0.180709776	0.130217028	0.034482759
744	HCC202	0.885714286	0.99979984	0.636363636	0.571428571	0.885714286	0.147540984	0.166666667	0.064516129	0.127399651	0.99979984	0.14159292	0.15375447	0.108205128	0.023321555	0.01754386	0.999610592	0	0.885714286	0.166666667	0.999610592	0.015662976
745	HCC2218	0	0.416666667	0.15	0.507462687	0.090909091	0.025423729	0.186234818	0.027027027	0.060606061	0.055335968	0.153374233	0.416666667	0.208633094	0.055555556	0	0.016393443	0.025641026	0.090909091	0.186234818	0.416666667	0.084210526
747	HL-60	0	0.636363636	0	0	0	0.444444444	0.172413793	0	0	0.1	0.230769231	0	0.25	0.636363636	0	0.166666667	0	0.444444444	0.172413793	0.636363636	0.0625
748	HOP-62	0.058823529	0.3125	0.060606061	0.641791045	0.025316456	0.142857143	0.231007752	0.181818182	0.225	0.261904762	0.230215827	0.3125	0.277777778	0.035714286	0.04	0.034482759	0	0.142857143	0.231007752	0.3125	0.109550562
749	HOP-92	0.428571429	0.428571429	0	0.086956522	0	0	0.175	0	0	0	0.157894737	0.114285714	0.315789474	0.428571429	0	0.111111111	0	0	0.175	0.428571429	0.125
750	HSC-3	0.836861125	0.97120492	0.178890877	0.23427388	0.079365079	0.2	0.97120492	0.055662188	0.19798995	0.836861125	0.493109244	0.169402495	0.175366009	0.0625	0	0.066666667	0.010330579	0.2	0.97120492	0.493109244	0.166666667
751	HuH-7	0.033333333	1	0	0.529411765	0	0.222222222	0.131868132	0	0.133333333	1	0.2625	0.894736842	0	0.357142857	0	1	0	0.222222222	0.133333333	1	0.118644068
752	IGR-1	0.461538462	0.461538462	0.089552239	0.545454545	0.461538462	0	0.290322581	0.076923077	0.068965517	0.042253521	0.176470588	0	0.2375	0.046511628	0	0.107142857	0.098039216	0.461538462	0.290322581	0.2375	0.166666667
753	JEKO-1	0	0.181818182	0	0	0	0	0	0	0	0.181818182	0	0	0	0	0	0.142857143	0	0	0	0.142857143	0
754	JHH-1	0.133605999	0.999781516	0.1	0.152826413	0.013920363	0	0.16	0.058823529	0.13755796	0.08	0.16	0.188552189	0.083333333	0.142857143	0	0.096774194	0.999781516	0.013920363	0.16	0.999781516	0.02961039
755	JVM-2	0.153846154	1	0	0.428571429	0	0.357142857	0.351351351	0	0	0.111111111	0.238095238	0	0.166666667	0.153846154	0	1	0	0.357142857	0.351351351	1	0.0625
756	KASUMI-1	0	0.311111111	0	0.487179487	0	0.125	0.258064516	0	0	0.074074074	0.210526316	0	0.311111111	0	0	0.125	0	0.125	0.258064516	0.311111111	0
757	KATOIII	0.028231798	0.21125	0.131038647	0.222614841	0.118270799	0	0.181257414	0	0.21125	0	0.092930445	0.149571184	0.19964455	0.014432539	0	0.111111111	0.011953923	0.118270799	0.21125	0.19964455	0.997858017
758	KM-H2	0	1	0.032258065	0.901639344	0	0	0.24	0	0.095238095	0.617283951	0.125	0	0.268292683	0.090909091	0.066666667	1	0	0	0.24	1	0.222222222
761	KS-1	0.066666667	0.273684211	0	0.628571429	0.153846154	0	0.208	0	0	0.032786885	0.088888889	0	0.273684211	0	0.032786885	0.048780488	0.057692308	0.153846154	0.208	0.273684211	0.752136752
762	KU-19-19	0.038461538	0.558823529	0.203160271	0.182933061	0.005847953	0	0.157657658	0.026315789	0.035087719	0.037037037	0.123343527	0.376119403	0.120559115	0.558823529	0	0.040816327	0.070175439	0.005847953	0.157657658	0.558823529	0.095398773
763	KYSE-270	0.037735849	0.97029703	0.970873786	0.611111111	0.083333333	0.086956522	0.195530726	0.97029703	0.054054054	0.035087719	0.182926829	0.044444444	0.201550388	0.037037037	0.055555556	0.037735849	0	0.086956522	0.97029703	0.201550388	0
764	L-540	0.537037037	0.537037037	0.625	0.636363636	0.086956522	0.25	0.303030303	0	0	0.105263158	0.195121951	0	0.375	0.117647059	0.157894737	0.537037037	0.08	0.25	0.303030303	0.537037037	0.086956522
765	LAMA-84	0.064516129	1	0.129005752	0.172474747	0.098150782	0.013602251	0.184615385	0.053721683	0.202586207	0.064516129	0.181818182	0.209237229	0.139341996	1	0	0.1	0.074074074	0.098150782	0.202586207	1	0
766	LOUCY	0	0.352941176	0	0	0	0	0.352941176	0	0	0	0.076923077	0	0	0	0	0	0	0	0.352941176	0.076923077	0.153846154
768	LU-65	0.019047619	0.296774194	0.055555556	0.632352941	0	0	0.200934579	0.105263158	0	0.035714286	0.121495327	0.020618557	0.296774194	0.024691358	0	0.033898305	0.030150754	0	0.200934579	0.296774194	0.03030303
769	LXF-289	0.037037037	0.254054054	0	0.616666667	0.153846154	0	0.254054054	0	0.064516129	0.046511628	0.189873418	0.111111111	0.19047619	0.037735849	0.068965517	0.037037037	0.039473684	0.153846154	0.254054054	0.19047619	0.142857143
770	MDST8	0	0.370786517	0	0.561403509	0	0.034482759	0.283464567	0.088235294	0.05	0.033333333	0.195652174	0.092592593	0.370786517	0	0	0.035087719	0.054054054	0.034482759	0.283464567	0.370786517	0.137254902
771	MEL-JUSO	0.15	0.444444444	0	0.3125	0.133333333	0	0.060606061	0	0.260869565	0	0.276595745	0.275862069	0	0.444444444	0	0.224137931	0.096385542	0.133333333	0.260869565	0.444444444	1
774	ML-1	0	0.368421053	0.083333333	0.611111111	0	0.090909091	0.368421053	0	0.066666667	0.083333333	0	0	0.266666667	0.066666667	0	0.071428571	0.090909091	0.090909091	0.368421053	0.266666667	1
775	MOLT-13	0.2	0.342857143	0	0.785714286	0	0.2	0.28358209	0	0	0.111111111	0.15	0	0.342857143	0.071428571	0	0.095238095	0	0.2	0.28358209	0.342857143	0.076923077
776	MV-4-11	0.010037641	0.195020747	0.132762313	0.147830474	0.007920792	0	0.155172414	0.010980392	0.195020747	0.071428571	0.148063781	0.159255429	0.133068217	0	0	0.095238095	0.083333333	0.007920792	0.195020747	0.159255429	0.166666667
777	NALM-6	0	0.942857143	0	0.529411765	0	0.151515152	0.142857143	0	0	0.071428571	0.942857143	0	0.216666667	0.086956522	0.136363636	0.0625	0	0.151515152	0.142857143	0.942857143	0.171428571
779	NCI-H1435	0.166666667	0.176470588	0.564371585	0.175530587	0	0	0.166666667	0.005509642	0.133858268	0.176470588	0.15736505	0.08937397	0.088034887	0.122256365	0.042411195	0.003308337	0	0	0.166666667	0.15736505	0.142857143
780	NCI-H1623	0	0.176470588	1	0.181818182	0	0	0.176470588	0	0	0.097560976	0	0.068965517	0.068965517	0.1	0	0.153846154	0	0	0.176470588	0.153846154	0
781	NCI-H1734	0.1	0.260869565	0	0.666666667	0.166666667	0	0.257142857	0	0	0.117647059	0.105263158	0	0.260869565	0.095238095	0.181818182	0.085714286	0	0.166666667	0.257142857	0.260869565	0.103448276
782	NCI-H1755	0.050632911	1	0	0.553191489	0.266666667	0.02	0.23364486	0.132352941	0.163043478	0.023255814	0.230769231	0	0.083333333	1	0	0.079470199	0.026315789	0.266666667	0.23364486	1	0.136363636
783	NCI-H1781	0.052631579	0.333333333	0	1	0	0	0.333333333	0	0	0.027027027	0.2	0	0.254237288	0.052631579	0	0.036363636	0	0	0.333333333	0.254237288	0.966666667
784	NCI-H1838	0	0.820512821	0.08	0.52	0	0	0.25862069	0	0.087719298	0.018181818	0.227272727	0	0	0.820512821	0	0	0	0	0.25862069	0.820512821	1
785	NCI-H2110	0.045454545	0.275862069	1	0.636363636	0	0	0.275862069	0.045454545	0.06779661	0.063829787	0.239130435	0.023255814	0.169491525	0	0	0.06122449	0	0	0.275862069	0.239130435	0.058823529
787	NCI-H2342	0	1	0.086956522	0.517241379	0.071428571	0.037037037	0.290697674	0	0	1	0.142857143	0	0.318181818	0.043859649	0	0.046511628	0	0.071428571	0.290697674	0.318181818	0
788	NCI-H2347	0.0125	0.303571429	0	0.596153846	0	0	0.303571429	0.181818182	0.028985507	0	0.115384615	0	0.294117647	0.021276596	0	0.022222222	0.014814815	0	0.303571429	0.294117647	0.021582734
789	NCI-H2405	0	0.916666667	0.042553191	0.583333333	0	0	0	0	0.19047619	0.131147541	0.217391304	0.916666667	0	0.266666667	0	0.09375	0	0	0.19047619	0.916666667	0
791	NCI-H716	0.152542373	0.393939394	0	0	0	0	0.166666667	0	0.026315789	0	0.393939394	0	0	0.1	0	0.224137931	0	0	0.166666667	0.393939394	0.242424242
792	NCI-H82	0.006481037	0.315288221	0.166176471	0.211604096	0.069852941	0	0.315288221	0.005605865	0.210526316	0.020618557	0.137944067	0.262652146	0.256773399	0.235294118	0	0.090163934	0	0.069852941	0.315288221	0.262652146	0.197368421
793	NCI-H929	0.647058824	0.647058824	0.166666667	0	0	0	0.2	0	0	0.176470588	0.181818182	0	0.272727273	0.647058824	0	0	0	0	0.2	0.647058824	0
794	NOMO-1	0	0.96	0	0.416666667	0	0	0	0	0	0.96	0	0	0	0.142857143	0	0	0	0	0	0.142857143	0
795	NU-DUL-1	0	0.461538462	0	1	0	0	0	0	0	0	0	0	0.461538462	0	0	0	0	0	0	0.461538462	0
796	OAW-28	0	0.230769231	0	0	0	0.125	0	0	0.230769231	0	0	0	0	0	0	0.125	0	0.125	0.230769231	0.125	0
797	OCI-AML3	0	0.105263158	0	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0	0	0	0	0.105263158	0
798	OV-7	0.073170732	0.998557519	0.125	0.166706133	0.066901408	0	0.130830983	0.018125324	0.071984436	0	0.083333333	0.998557519	0.153846154	0.995825506	0	0.111111111	0	0.066901408	0.130830983	0.998557519	0.076923077
799	OVISE	0.048780488	0.350877193	0.19047619	1	0.181818182	0	0.321428571	0.133333333	0.033898305	0.02247191	0.234042553	0.105263158	0.350877193	0.111111111	0.032258065	0.028571429	0.066666667	0.181818182	0.321428571	0.350877193	0.054054054
800	PANC-08-13	0	0.283333333	0	0.606060606	0.111111111	0	0.212121212	0	0	0.044444444	0.203125	0	0.283333333	0	0	0.083333333	0	0.111111111	0.212121212	0.283333333	0.98989899
801	PA-TU-8988T	0.057142857	0.500933707	0.214828897	0.225706819	0.032786885	0	0.17462752	0.010180995	0.164609053	0.068965517	0.500933707	0.225626741	0.230769231	0	0	0.066666667	0	0.032786885	0.17462752	0.500933707	0.024096386
802	RCC10RGB	0	0.615384615	0	0	0	0	0	0	0.615384615	0	0	0	0.466666667	0	0	0.555555556	0	0	0.615384615	0.555555556	0
804	RCM-1	0.153846154	0.533333333	0.272727273	0.4	0	0	0.229885057	0.533333333	0.3	0.183673469	0.223404255	0.295454545	0.153846154	0.333333333	0.222222222	0.201298701	0.015463918	0	0.533333333	0.333333333	0.236641221
805	RERF-LC-KJ	0.260869565	1	0	1	0	0	0.216666667	0	0	0.130434783	0.130434783	0.272727273	0.38	0.260869565	0	1	0	0	0.216666667	1	0.325581395
806	RERF-LC-Sq1	0.153846154	0.333333333	0	0.454545455	0	0	0.333333333	0	0	0	0.285714286	0	0	0.117647059	0.066666667	0.153846154	0	0	0.333333333	0.285714286	0
807	RL	0	1	0	0.090909091	0	0	0.255813953	0	0.083333333	1	0.176470588	0	0.303030303	0	0	0.068965517	0	0	0.255813953	0.303030303	0
808	SCC-15	0	1	0	0	1	0	0	0	0	0.095238095	0.214285714	0	0	0.153846154	0	0.111111111	0	1	0	0.214285714	0
809	SF539	0.76	0.76	0.105263158	0.736842105	0	0	0.219858156	0	0.111111111	0.111111111	0.142857143	0.76	0.191011236	0.086956522	0	0	0	0	0.219858156	0.76	0.125
810	SH-4	0	1	0	0.52173913	0	0	0.264705882	0	0.125	0.086956522	0.066666667	1	0.24	0.066666667	0	0.1	0.166666667	0	0.264705882	1	0.117647059
811	SKM-1	0	0.384615385	0	0	0	0	0.277777778	0.142857143	0	0.166666667	0.166666667	0.272727273	0.384615385	0	0	0	0	0	0.277777778	0.384615385	0
812	SK-MEL-1	0.125	0.428571429	0	0.526315789	0	0	0	0	0.209302326	0.02173913	0	0.03125	0.28125	0.428571429	0	0.122807018	0	0	0.209302326	0.428571429	0.145833333
813	SK-MEL-28	0.03030303	0.380952381	0.481481481	0.178571429	0.035087719	0	0.225806452	0	0.08	0.03030303	0.108695652	0.181818182	0	0.380952381	0	0.092783505	0	0.035087719	0.225806452	0.380952381	0.125
814	SK-MEL-3	0.066666667	0.1875	0	0	0	0	0	0	0.0625	0	0.1875	0.115384615	0	0.12	0	0.128205128	0	0	0.0625	0.1875	0.095238095
815	SNB75	0.044444444	0.849315068	0	0.470588235	0	0	0.307692308	0.181818182	0	0.043478261	0.105263158	0	0.285714286	0.076923077	0.105263158	0.849315068	0	0	0.307692308	0.849315068	0.060606061
816	SNU-1040	0.12	0.375	0	0	0	0	0.375	0	0	0.12	0.125	0	0.272727273	0.35	0	0	0	0	0.375	0.35	0
818	SNU-81	0	0.25	0	0.636363636	0	0	0.25	0	0	0	0.166666667	0	0.12195122	0.030769231	0	0	0	0	0.25	0.166666667	0.038461538
819	SNU-C1	0.02739726	1	0.039215686	0.666666667	1	0	0.166666667	0	0.026315789	0	0.2	0.028985507	0	0.083333333	0	0.020833333	0	1	0.166666667	0.2	1
820	SNU-C5	0	0.4	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.4	0
822	ST486	0.022988506	0.4	0.037735849	0.546391753	0	0.047619048	0.265432099	0.076923077	0.066666667	0.054347826	0.231481481	0.4	0.26344086	0.028248588	0.02	0.03960396	0.021428571	0.047619048	0.265432099	0.4	0.019417476
823	SU-DHL-1	0	0.318181818	0	0	0	0	0.318181818	0	0	0	0	0	0	0	0	0.125	0	0	0.318181818	0.125	0
825	SW1116	0.126760563	1	0.363636364	0.545454545	0	0	0.173076923	0.039215686	1	0.016260163	0	0.8125	0.126760563	0.365079365	0.111111111	0.151162791	0.040816327	0	1	0.8125	0.223684211
826	SW1463	0.582278481	1	0	0.352941176	0	0.023255814	0.363636364	0.030769231	1	0.059701493	0.923076923	0	0	0.582278481	0	0.194915254	0	0.023255814	1	0.923076923	0.38
827	SW1710	0.068965517	0.307086614	0.060606061	0.571428571	0	0.25	0.232258065	0.086956522	0.038461538	0.235294118	0.229885057	0.307086614	0.288135593	0.1	0.083333333	0.048780488	0.047619048	0.25	0.232258065	0.307086614	0.037735849
828	SW837	0.021276596	0.608695652	0	0.930232558	0.021276596	0	0.118421053	0.608695652	0.339622642	0.021505376	0.2	0.222222222	0.024691358	0.11627907	0	0.040816327	0	0.021276596	0.608695652	0.222222222	0.132075472
829	TALL-1	0.166666667	1	0	0.419354839	0	0	0.290909091	0	0	0.166666667	0.195652174	0	0	1	0	0.1	0	0	0.290909091	1	0.107142857
